ICD10CodeID,Code,ICD_Title
666,B45.1,Cerebral cryptococcosis
667,B45.2,Cutaneous cryptococcosis
668,B45.3,Osseous cryptococcosis
669,B45.7,Disseminated cryptococcosis
670,B45.8,Other forms of cryptococcosis
671,B45.9,"Cryptococcosis, unspecified"
672,B46,Zygomycosis
673,B46.0,Pulmonary mucormycosis
674,B46.1,Rhinocerebral mucormycosis
675,B46.2,Gastrointestinal mucormycosis
676,B46.3,Cutaneous mucormycosis
677,B46.4,Disseminated mucormycosis
678,B46.5,"Mucormycosis, unspecified"
679,B46.8,Other zygomycoses
680,B46.9,"Zygomycosis, unspecified"
681,B47,Mycetoma
682,B47.0,Eumycetoma
683,B47.1,Actinomycetoma
684,B47.9,"Mycetoma, unspecified"
685,B48,"Other mycoses, not elsewhere classified"
686,B48.0,Lobomycosis
687,B48.1,Rhinosporidiosis
688,B48.2,Allescheriasis
689,B48.3,Geotrichosis
690,B48.4,Penicillosis
691,B48.7,Opportunistic mycoses
692,B48.8,Other specified mycoses
693,B49,Unspecified mycosis
694,B50,Plasmodium falciparum malaria
695,B50.0,Plasmodium falciparum malaria with cerebral complications
696,B50.8,Other severe and complicated Plasmodium falciparum malaria
697,B50.9,"Plasmodium falciparum malaria, unspecified"
698,B51,Plasmodium vivax malaria
699,B51.0,Plasmodium vivax malaria with rupture of spleen
700,B51.8,Plasmodium vivax malaria with other complications
701,B51.9,Plasmodium vivax malaria without complication
702,B52,Plasmodium malariae malaria
703,B52.0,Plasmodium malariae malaria with nephropathy
704,B52.8,Plasmodium malariae malaria with other complications
705,B52.9,Plasmodium malariae malaria without complication
706,B53,Other specified malaria
707,B53.0,Plasmodium ovale malaria
708,B53.1,Malaria due to simian plasmodia
709,B53.8,"Other parasitologically confirmed malaria, not elsewhere classified"
710,B54,Unspecified malaria
711,B55,Leishmaniasis
712,B55.0,Visceral leishmaniasis
713,B55.1,Cutaneous leishmaniasis
714,B55.2,Mucocutaneous leishmaniasis
715,B55.9,"Leishmaniasis, unspecified"
716,B56,African trypanosomiasis
717,B56.0,Gambiense trypanosomiasis
718,B56.1,Rhodesiense trypanosomiasis
719,B56.9,"African trypanosomiasis, unspecified"
720,B57,Chagas' disease
721,B57.0,Acute Chagas' disease with heart involvement
722,B57.1,Acute Chagas' disease without heart involvement
723,B57.2,Chagas' disease (chronic) with heart involvement
724,B57.3,Chagas' disease (chronic) with digestive system involvement
725,B57.4,Chagas' disease (chronic) with nervous system involvement
726,B57.5,Chagas' disease (chronic) with other organ involvement
727,B58,Toxoplasmosis
728,B58.0,Toxoplasma oculopathy
729,B58.1,Toxoplasma hepatitis
730,B58.2,Toxoplasma meningoencephalitis
731,B58.3,Pulmonary toxoplasmosis
732,B58.8,Toxoplasmosis with other organ involvement
733,B58.9,"Toxoplasmosis, unspecified"
734,B59,Pneumocystosis
735,B60,"Other protozoal diseases, not elsewhere classified"
736,B60.0,Babesiosis
737,B60.1,Acanthamoebiasis
738,B60.2,Naegleriasis
739,B60.8,Other specified protozoal diseases
740,B64,Unspecified protozoal disease
741,B65,Schistosomiasis [bilharziasis]
742,B65.0,Schistosomiasis due to Schistosoma hematobium [urinary schistosomiasis]
743,B65.1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
744,B65.2,Schistosomiasis due to Schistosoma japonicum
745,B65.3,Cercarial dermatitis
746,B65.8,Other schistosomiases
747,B65.9,"Schistosomiasis, unspecified"
748,B66,Other fluke infections
749,B66.0,Opisthorchiasis
750,B66.1,Clonorchiasis
751,B66.2,Dicroceliasis
752,B66.3,Fascioliasis
753,B66.4,Paragonimiasis
754,B66.5,Fasciolopsiasis
755,B66.8,Other specified fluke infections
756,B66.9,"Fluke infection, unspecified"
757,B67,Echinococcosis
758,B67.0,Echinococcus granulosus infection of liver
759,B67.1,Echinococcus granulosus infection of lung
760,B67.2,Echinococcus granulosus infection of bone
761,B67.3,"Echinococcus granulosus infection, other and multiple sites"
762,B67.4,"Echinococcus granulosus infection, unspecified"
763,B67.5,Echinococcus multilocularis infection of liver
764,B67.6,"Echinococcus multilocularis infection, other and multiple sites"
765,B67.7,"Echinococcus multilocularis infection, unspecified"
766,B67.8,"Echinococcosis, unspecified, of liver"
767,B67.9,"Echinococcosis, other and unspecified"
768,B68,Taeniasis
769,B68.0,Tenia solium teniasis
770,B68.1,Tenia saginata teniasis
771,B68.9,"Teniasis, unspecified"
772,B69,Cysticercosis
773,B69.0,Cysticercosis of central nervous system
774,B69.1,Cysticercosis of eye
775,B69.8,Cysticercosis of other sites
776,B69.9,"Cysticercosis, unspecified"
777,B70,Diphyllobothriasis and sparganosis
778,B70.0,Diphyllobothriasis
779,B70.1,Sparganosis
780,B71,Other cestode infections
781,B71.0,Hymenolepiasis
782,B71.1,Dipylidiasis
783,B71.8,Other specified cestode infections
784,B71.9,"Cestode infection, unspecified"
785,B72,Dracunculiasis
786,B73,Onchocerciasis
787,B74,Filariasis
788,B74.0,Filariasis due to Wuchereria bancrofti
789,B74.1,Filariasis due to Brugia malayi
790,B74.2,Filariasis due to Brugia timori
791,B74.3,Loiasis
792,B74.4,Mansonelliasis
793,B74.8,Other filariases
794,B74.9,"Filariasis, unspecified"
795,B75,Trichinellosis
796,B76,Hookworm diseases
797,B76.0,Ancylostomiasis
798,B76.1,Necatoriasis
799,B76.8,Other hookworm diseases
800,B76.9,"Hookworm disease, unspecified"
801,B77,Ascariasis
802,B77.0,Ascariasis with intestinal complications
803,B77.8,Ascariasis with other complications
804,B77.9,"Ascariasis, unspecified"
805,B78,Strongyloidiasis
806,B78.0,Intestinal strongyloidiasis
807,B78.1,Cutaneous strongyloidiasis
808,B78.7,Disseminated strongyloidiasis
809,B78.9,"Strongyloidiasis, unspecified"
810,B79,Trichuriasis
811,B80,Enterobiasis
812,B81,"Other intestinal helminthiases, not elsewhere classified"
813,B81.0,Anisakiasis
814,B81.1,Intestinal capillariasis
815,B81.2,Trichostrongyliasis
816,B81.3,Intestinal angiostrongyliasis
817,B81.4,Mixed intestinal helminthiases
818,B81.8,Other specified intestinal helminthiases
819,B82,Unspecified intestinal parasitism
820,B82.0,"Intestinal helminthiasis, unspecified"
821,B82.9,"Intestinal parasitism, unspecified"
822,B83,Other helminthiases
823,B83.0,Visceral larva migrans
824,B83.1,Gnathostomiasis
825,B83.2,Angiostrongyliasis due to Parastrongylus cantonensis
826,B83.3,Syngamiasis
827,B83.4,Internal hirudiniasis
828,B83.8,Other specified helminthiases
829,B83.9,"Helminthiasis, unspecified"
830,B85,Pediculosis and phthiriasis
831,B85.0,Pediculosis due to Pediculus humanus capitis
832,B85.1,Pediculosis due to Pediculus humanus corporis
833,B85.2,"Pediculosis, unspecified"
834,B85.3,Phthiriasis
835,B85.4,Mixed pediculosis and phthiriasis
836,B86,Scabies
837,B87,Myiasis
838,B87.0,Cutaneous myiasis
839,B87.1,Wound myiasis
840,B87.2,Ocular myiasis
841,B87.3,Nasopharyngeal myiasis
842,B87.4,Aural myiasis
843,B87.8,Myiasis of other sites
844,B87.9,"Myiasis, unspecified"
845,B88,Other infestations
846,B88.0,Other acariasis
847,B88.1,Tungiasis [sand flea infestation]
848,B88.2,Other arthropod infestations
849,B88.3,External hirudiniasis
850,B88.8,Other specified infestations
851,B88.9,"Infestation, unspecified"
852,B89,Unspecified parasitic disease
853,B90,Sequelae of tuberculosis
854,B90.0,Sequelae of central nervous system tuberculosis
855,B90.1,Sequelae of genitourinary tuberculosis
856,B90.2,Sequelae of tuberculosis of bones and joints
857,B90.8,Sequelae of tuberculosis of other organs
858,B90.9,Sequelae of respiratory and unspecified tuberculosis
859,B91,Sequelae of poliomyelitis
860,B92,Sequelae of leprosy
861,B94,Sequelae of other and unspecified infectious and parasitic diseases
862,B94.0,Sequelae of trachoma
863,B94.1,Sequelae of viral encephalitis
864,B94.2,Sequelae of viral hepatitis
865,B94.8,Sequelae of other specified infectious and parasitic diseases
866,B94.9,Sequelae of unspecified infectious or parasitic disease
867,B95,"Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere"
868,B96,Other bacterial agents as the cause of diseases classified elsewhere
869,B97,Viral agents as the cause of diseases classified elsewhere
870,B99,Other and unspecified infectious diseases
871,C00,Malignant neoplasm of lip
872,C00.0,Malignant neoplasm of external upper lip
873,C00.1,Malignant neoplasm of external lower lip
874,C00.2,"Malignant neoplasm of external lip, unspecified"
875,C00.3,"Malignant neoplasm of upper lip, inner aspect"
876,C00.4,"Malignant neoplasm of lower lip, inner aspect"
877,C00.5,"Malignant neoplasm of lip, unspecified, inner aspect"
878,C00.6,Malignant neoplasm of commissure of lip
879,C00.8,Malignant neoplasm of overlapping lesion of lip
880,C00.9,"Malignant neoplasm of lip, unspecified"
881,C01,Malignant neoplasm of base of tongue
882,C02,Malignant neoplasm of other and unspecified parts of tongue
883,C02.0,Malignant neoplasm of dorsal surface of tongue
884,C02.1,Malignant neoplasm of border of tongue
885,C02.2,Malignant neoplasm of ventral surface of tongue
886,C02.3,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
887,C02.4,Malignant neoplasm of lingual tonsil
888,C02.8,Malignant neoplasm of overlapping lesion of tongue
889,C02.9,"Malignant neoplasm of tongue, unspecified"
890,C03,Malignant neoplasm of gum
891,C03.0,Malignant neoplasm of upper gum
892,C03.1,Malignant neoplasm of lower gum
893,C03.9,"Malignant neoplasm of gum, unspecified"
894,C04,Malignant neoplasm of floor of mouth
895,C04.0,Malignant neoplasm of anterior floor of mouth
896,C04.1,Malignant neoplasm of lateral floor of mouth
897,C04.8,Malignant neoplasm of overlapping lesion of floor of mouth
898,C04.9,"Malignant neoplasm of floor of mouth, unspecified"
899,C05,Malignant neoplasm of palate
900,C05.0,Malignant neoplasm of hard palate
901,C05.1,Malignant neoplasm of soft palate
902,C05.2,Malignant neoplasm of uvula
903,C05.8,Malignant neoplasm of overlapping lesion of palate
904,C05.9,"Malignant neoplasm of palate, unspecified"
905,C06,Malignant neoplasm of other and unspecified parts of mouth
906,C06.0,Malignant neoplasm of cheek mucosa
907,C06.1,Malignant neoplasm of vestibule of mouth
908,C06.2,Malignant neoplasm of retromolar area
909,C06.8,Malignant neoplasm of overlapping lesion of other and unspecified parts of mouth
910,C06.9,"Malignant neoplasm of mouth, unspecified"
911,C07,Malignant neoplasm of parotid gland
912,C08,Malignant neoplasm of other and unspecified major salivary glands
913,C08.0,Malignant neoplasm of submandibular gland
914,C08.1,Malignant neoplasm of sublingual gland
915,C08.8,Malignant neoplasm of overlapping lesion of major salivary glands
916,C08.9,"Malignant neoplasm of major salivary gland, unspecified"
917,C09,Malignant neoplasm of tonsil
918,C09.0,Malignant neoplasm of tonsillar fossa
919,C09.1,Malignant neoplasm of tonsillar pillar (anterior) (posterior)
920,C09.8,Malignant neoplasm of overlapping lesion of tonsil
921,C09.9,"Malignant neoplasm of tonsil, unspecified"
922,C10,Malignant neoplasm of oropharynx
923,C10.0,Malignant neoplasm of vallecula
924,C10.1,Malignant neoplasm of anterior surface of epiglottis
925,C10.2,Malignant neoplasm of lateral wall of oropharynx
926,C10.3,Malignant neoplasm of posterior wall of oropharynx
927,C10.4,Malignant neoplasm of branchial cleft
928,C10.8,Malignant neoplasm of overlapping lesion of oropharynx
929,C10.9,"Malignant neoplasm of oropharynx, unspecified"
930,C11,Malignant neoplasm of nasopharynx
931,C11.0,Malignant neoplasm of superior wall of nasopharynx
932,C11.1,Malignant neoplasm of posterior wall of nasopharynx
933,C11.2,Malignant neoplasm of lateral wall of nasopharynx
934,C11.3,Malignant neoplasm of anterior wall of nasopharynx
935,C11.8,Malignant neoplasm of overlapping lesion of nasopharynx
936,C11.9,"Malignant neoplasm of nasopharynx, unspecified"
937,C12,Malignant neoplasm of pyriform sinus
938,C13,Malignant neoplasm of hypopharynx
939,C13.0,Malignant neoplasm of postcricoid region
940,C13.1,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect"
941,C13.2,Malignant neoplasm of posterior wall of hypopharynx
942,C13.8,Malignant neoplasm of overlapping lesion of hypopharynx
943,C13.9,"Malignant neoplasm of hypopharynx, unspecified"
944,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
945,C14.0,"Malignant neoplasm of pharynx, unspecified"
946,C14.2,Malignant neoplasm of Waldeyer's ring
947,C14.8,"Malignant neoplasm of overlapping lesion of lip, oral cavity, and pharynx"
948,C15,Malignant neoplasm of esophagus
949,C15.0,Malignant neoplasm of cervical part of esophagus
950,C15.1,Malignant neoplasm of thoracic part of esophagus
951,C15.2,Malignant neoplasm of abdominal part of esophagus
952,C15.3,Malignant neoplasm of upper third of esophagus
953,C15.4,Malignant neoplasm of middle third of esophagus
954,C15.5,Malignant neoplasm of lower third of esophagus
955,C15.8,Malignant neoplasm of overlapping lesion of esophagus
956,C15.9,"Malignant neoplasm of esophagus, unspecified"
957,C16,Malignant neoplasm of stomach
958,C16.0,Malignant neoplasm of cardia
959,C16.1,Malignant neoplasm of fundus of stomach
960,C16.2,Malignant neoplasm of body of stomach
961,C16.3,Malignant neoplasm of pyloric antrum
962,C16.4,Malignant neoplasm of pylorus
963,C16.5,"Malignant neoplasm of lesser curvature of stomach, unspecified"
964,C16.6,"Malignant neoplasm of greater curvature of stomach, unspecified"
965,C16.8,Malignant neoplasm of overlapping lesion of stomach
966,C16.9,"Malignant neoplasm of stomach, unspecified"
967,C17,Malignant neoplasm of small intestine
968,C17.0,Malignant neoplasm of duodenum
969,C17.1,Malignant neoplasm of jejunum
970,C17.2,Malignant neoplasm of ileum
971,C17.3,Malignant neoplasm of Meckel's diverticulum
972,C17.8,Malignant neoplasm of overlapping lesion of small intestine
973,C17.9,"Malignant neoplasm of small intestine, unspecified"
974,C18,Malignant neoplasm of colon
975,C18.0,Malignant neoplasm of cecum
976,C18.1,Malignant neoplasm of appendix
977,C18.2,Malignant neoplasm of ascending colon
978,C18.3,Malignant neoplasm of hepatic flexure
979,C18.4,Malignant neoplasm of transverse colon
980,C18.5,Malignant neoplasm of splenic flexure
981,C18.6,Malignant neoplasm of descending colon
982,C18.7,Malignant neoplasm of sigmoid colon
983,C18.8,Malignant neoplasm of overlapping lesion of colon
984,C18.9,"Malignant neoplasm of colon, unspecified"
985,C19,Malignant neoplasm of rectosigmoid junction
986,C20,Malignant neoplasm of rectum
987,C21,Malignant neoplasm of anus and anal canal
988,C21.0,"Malignant neoplasm of anus, unspecified"
989,C21.1,Malignant neoplasm of anal canal
990,C21.2,Malignant neoplasm of cloacogenic zone
991,C21.8,"Malignant neoplasm of overlapping lesion of rectum, anus, and anal canal"
992,C22,Malignant neoplasm of liver and intrahepatic bile ducts
993,C22.0,Liver cell carcinoma
994,C22.1,Intrahepatic bile duct carcinoma
995,C22.2,Hepatoblastoma
996,C22.3,Angiosarcoma of liver
997,C22.4,Other sarcomas of liver
998,C22.7,Other specified carcinomas of liver
999,C22.9,"Malignant neoplasm of liver, unspecified"
1000,C23,Malignant neoplasm of gallbladder
1001,C24,Malignant neoplasm of other and unspecified parts of biliary tract
1002,C24.0,Malignant neoplasm of extrahepatic bile duct
1003,C24.1,Malignant neoplasm of ampulla of Vater
1004,C24.8,Malignant neoplasm of overlapping lesion of biliary tract
1005,C24.9,"Malignant neoplasm of biliary tract, unspecified"
1006,C25,Malignant neoplasm of pancreas
1007,C25.0,Malignant neoplasm of head of pancreas
1008,C25.1,Malignant neoplasm of body of pancreas
1009,C25.2,Malignant neoplasm of tail of pancreas
1010,C25.3,Malignant neoplasm of pancreatic duct
1011,C25.4,Malignant neoplasm of endocrine pancreas
1012,C25.7,Malignant neoplasm of other parts of pancreas
1013,C25.8,Malignant neoplasm of overlapping lesion of pancreas
1014,C25.9,"Malignant neoplasm of pancreas, unspecified"
1015,C26,Malignant neoplasm of other and ill-defined digestive organs
1016,C26.0,"Malignant neoplasm of intestinal tract, part unspecified"
1017,C26.1,Malignant neoplasm of spleen
1018,C26.8,Malignant neoplasm of overlapping lesion of digestive system
1019,C26.9,Malignant neoplasm of ill-defined sites within the digestive system
1020,C30,Malignant neoplasm of nasal cavity and middle ear
1021,C30.0,Malignant neoplasm of nasal cavity
1022,C30.1,Malignant neoplasm of middle ear
1023,C31,Malignant neoplasm of accessory sinuses
1024,C31.0,Malignant neoplasm of maxillary sinus
1025,C31.1,Malignant neoplasm of ethmoidal sinus
1026,C31.2,Malignant neoplasm of frontal sinus
1027,C31.3,Malignant neoplasm of sphenoidal sinus
1028,C31.8,Malignant neoplasm of overlapping lesion of accessory sinuses
1029,C31.9,"Malignant neoplasm of accessory sinus, unspecified"
1030,C32,Malignant neoplasm of larynx
1031,C32.0,Malignant neoplasm of glottis
1032,C32.1,Malignant neoplasm of supraglottis
1033,C32.2,Malignant neoplasm of subglottis
1034,C32.3,Malignant neoplasm of laryngeal cartilage
1035,C32.8,Malignant neoplasm of overlapping lesion of larynx
1036,C32.9,"Malignant neoplasm of larynx, unspecified"
1037,C33,Malignant neoplasm of trachea
1038,C34,Malignant neoplasm of bronchus and lung
